"institution_name","state","control","debt_mdn","earn_mdn_10y","average_cost"
"Campbell University","NC",2,"17000",54886,58752
"Cape Fear Community College","NC",1,"6334",38654,13977
"Carteret Community College","NC",1,"4625",33357,21009
"Catawba College","NC",2,"13000",48793,47866
"Catawba Valley Community College","NC",1,"5125",36977,18703
"Central Carolina Community College","NC",1,"PS",33525,10451
"Central Piedmont Community College","NC",1,"5500",37865,10951
"Chowan University","NC",2,"15250",38412,37837
"Cleveland Community College","NC",1,"PS",33755,5477
"Coastal Carolina Community College","NC",1,"PS",36444,15130
"Craven Community College","NC",1,"5500",34231,12205
"Davidson-Davie Community College","NC",1,"9500",36337,14779
"Davidson College","NC",2,"16511",81400,75865
"Duke University","NC",2,"12000",97800,82749
"Durham Technical Community College","NC",1,"8719",36142,10745
"East Carolina University","NC",1,"17500",55146,23689
"Edgecombe Community College","NC",1,"9500",33267,12607
"Elizabeth City State University","NC",1,"12656",40026,18837
"Elon University","NC",2,"18500",74545,59369
"Fayetteville Technical Community College","NC",1,"8000",31861,11845
"Fayetteville State University","NC",1,"15766",40144,16098
"Forsyth Technical Community College","NC",1,"5888",34139,11617
"Gardner-Webb University","NC",2,"16453",48039,48813
"Gaston College","NC",1,"PS",35386,16008
"Greensboro College","NC",2,"17986",46566,34729
"Guilford College","NC",2,"15448",47590,55495
"Guilford Technical Community College","NC",1,"7915",33934,18425
"Halifax Community College","NC",1,"5670",31644,11481
"Haywood Community College","NC",1,"PS",34770,13546
"Heritage Bible College","NC",2,"PS",30672,18027
"High Point University","NC",2,"19000",61389,61582
"Isothermal Community College","NC",1,"PS",33325,13601
"James Sprunt Community College","NC",1,"5125",29307,12530
"Johnson C Smith University","NC",2,"20500",42680,34228
"Johnston Community College","NC",1,"6045",37310,12582
"Lees-McRae College","NC",2,"12000",43415,45886
"Lenoir Community College","NC",1,"PS",33866,15604
"Lenoir-Rhyne University","NC",2,"15750",45543,57649
"Livingstone College","NC",2,"26000",32600,28227
"Louisburg College","NC",2,"9500",34818,36813
"Mars Hill University","NC",2,"18172",44781,48794
"Martin Community College","NC",1,"PS",26016,11800
"Mayland Community College","NC",1,"PS",34663,14101
"McDowell Technical Community College","NC",1,"PS",33035,16949
"Meredith College","NC",2,"20066",51539,55557
"Methodist University","NC",2,"12500",48050,53585
"Mitchell Community College","NC",1,"PS",33298,15679
"Montgomery Community College","NC",1,"PS",32742,14100
"Montreat College","NC",2,"13875",45151,45829
"University of Mount Olive","NC",2,"20811",47139,35362
"Nash Community College","NC",1,"7199",34912,11198
"North Carolina A & T State University","NC",1,"20909",44440,19180
"University of North Carolina Asheville","NC",1,"14138",44030,21061
"University of North Carolina at Chapel Hill","NC",1,"12989",72200,25181
"University of North Carolina at Charlotte","NC",1,"16500",57289,22034
"University of North Carolina at Greensboro","NC",1,"16750",48160,19628
"North Carolina Central University","NC",1,"22000",42968,25618
"University of North Carolina School of the Arts","NC",1,"19500",38357,25553
"North Carolina State University at Raleigh","NC",1,"17320",68758,25613
"North Carolina Wesleyan University","NC",2,"19531",45873,48263
"University of North Carolina Wilmington","NC",1,"15178",54967,25913
"Pamlico Community College","NC",1,"PS",30005,14125
"William Peace University","NC",2,"15145",46643,49103
"University of North Carolina at Pembroke","NC",1,"15500",43407,16854
"Pfeiffer University","NC",2,"15500",51562,46700
"Piedmont Community College","NC",1,"PS",33274,16067
"Pitt Community College","NC",1,"8250",37259,15807
"Queens University of Charlotte","NC",2,"19500",57673,56944
"Randolph Community College","NC",1,"PS",33336,15688
"Richmond Community College","NC",1,"PS",29951,15715
"Mid-Atlantic Christian University","NC",2,"9500",38342,31429
"Roanoke-Chowan Community College","NC",1,"PS",29324,11560
"Robeson Community College","NC",1,"9250",29036,15753
"Rockingham Community College","NC",1,"PS",32480,10236
"Rowan-Cabarrus Community College","NC",1,"8457",34936,14666
"Saint Augustine's University","NC",2,"12750",35730,30324
"Salem College","NC",2,"19500",44640,47947
"Sampson Community College","NC",1,"PS",33409,14337
"Sandhills Community College","NC",1,"PS",31656,18596
"Shaw University","NC",2,"19000",34409,29659
"St. Andrews University","NC",2,"8750",45606,49709
"Southeastern Community College","NC",1,"5500",30284,14567
"Southwestern Community College","NC",1,"7000",34145,14429
"Stanly Community College","NC",1,"PS",36686,12847
"Surry Community College","NC",1,"PS",36012,14199
"Alamance Community College","NC",1,"PS",34241,22570
"Tri-County Community College","NC",1,"PS",32232,14581
"Vance-Granville Community College","NC",1,"4750",34304,13525
"Wake Forest University","NC",2,"19500",78158,82818
"Wake Technical Community College","NC",1,"7000",41769,16798
"Warren Wilson College","NC",2,"9500",36260,53576
"Wayne Community College","NC",1,"5875",34148,11311
"Western Piedmont Community College","NC",1,"3750",34195,15451
"Wilkes Community College","NC",1,"5600",34728,10494
"Wilson Community College","NC",1,"9004",32973,13807
"Wingate University","NC",2,"12000",52649,57780
"Carolina Christian College","NC",2,"10000",40672,18252
"Winston-Salem State University","NC",1,"18447",45344,22345
"Western Carolina University","NC",1,"15348",49458,19057
"Rasmussen University-North Dakota","ND",3,"13000",39080,24675
"Bismarck State College","ND",1,"6750",54277,15274
"Dickinson State University","ND",1,"11960",50720,20155
"University of Jamestown","ND",2,"15897",56621,36960
"Lake Region State College","ND",1,"7475",49502,15890
"Cankdeska Cikana Community College","ND",1,"PS",17008,13745
"University of Mary","ND",2,"18750",60909,32879
"Mayville State University","ND",1,"12268",47828,21042
"Minot State University","ND",1,"11980",51759,18141
"University of North Dakota","ND",1,"15238",63552,24580
"North Dakota State College of Science","ND",1,"8250",50513,16291
"Dakota College at Bottineau","ND",1,"8421",40576,17270
"North Dakota State University-Main Campus","ND",1,"16750",62203,23391
"Williston State College","ND",1,"6500",44017,18119
"Sitting Bull College","ND",1,"PS",28488,9847
"Trinity Bible College and Graduate School","ND",2,"16043",35604,29953
"Turtle Mountain Community College","ND",2,"PS",32079,14760
"United Tribes Technical College","ND",2,"PS",25292,12498
"Valley City State University","ND",1,"11761",52725,20713
"ETI Technical College of Niles","OH",3,"12255",34017,20701
"Herzing University-Akron","OH",2,"11756",36909,26588
"University of Akron Main Campus","OH",1,"15250",46600,24555
"University of Akron Wayne College","OH",1,"15250",46600,16603
"Allegheny Wesleyan College","OH",2,"PS",37453,13885
"Art Academy of Cincinnati","OH",2,"11750",34368,48176
"Ashland University","OH",2,"20000",52928,40519
"Aultman College of Nursing and Health Sciences","OH",2,"13531",63582,27792
"Baldwin Wallace University","OH",2,"24250",54122,54200
"Belmont College","OH",1,"5322",35329,10553
"Bluffton University","OH",2,"19500",49547,50579
"Bowling Green State University-Firelands","OH",1,"17500",47896,21387
"Bowling Green State University-Main Campus","OH",1,"17500",47896,29238
"Bryant & Stratton College-Parma","OH",2,"9500",32568,23695
"Capital University","OH",2,"20927",54143,54086
"Case Western Reserve University","OH",2,"21488",87989,81533
"Cedarville University","OH",2,"17500",55443,46994
"Central Ohio Technical College","OH",1,"6644",39168,14344
"Central State University","OH",1,"13740",33267,22435
"Choffin Career  and Technical Center","OH",1,"5500",34654,19673
"The Christ College of Nursing and Health Sciences","OH",2,"19500",68303,28126
"University of Cincinnati-Main Campus","OH",1,"12000",54810,28783
"Cincinnati State Technical and Community College","OH",1,"7966",40137,13830
"University of Cincinnati-Clermont College","OH",1,"12000",54810,14280
"University of Cincinnati-Blue Ash College","OH",1,"12000",54810,13881
"Ohio Christian University","OH",2,"21250",39813,33472
"Clark State College","OH",1,"6899",39584,13395
"Cleveland Institute of Art","OH",2,"26500",42509,62966
"Cleveland Institute of Music","OH",2,"18500",32641,58843
"Cleveland State University","OH",1,"15333",52131,26310
"Columbus College of Art & Design","OH",2,"20500",40664,52581
"Columbus State Community College","OH",1,"5993",39435,11788
"Cuyahoga Community College District","OH",1,"4724",35654,11098
"Davis College","OH",3,"11996",31588,28901
"University of Dayton","OH",2,"19500",75537,64310
"Defiance College","OH",2,"11000",49351,49447
"Denison University","OH",2,"21250",67753,76900
"Edison State Community College","OH",1,"9278",41360,14142
"The University of Findlay","OH",2,"19500",56996,52096
"Franklin University","OH",2,"14238",51892,29433
"Gods Bible School and College","OH",2,"5500",37722,16574
"Good Samaritan College of Nursing and Health Science","OH",2,"16013",66111,26345
"Heidelberg University","OH",2,"20500",48466,46640
"Hiram College","OH",2,"19500",54311,38952
"Hocking College","OH",1,"6701",37791,17575
"International College of Broadcasting","OH",3,"17234",30855,24177
"Eastern Gateway Community College","OH",1,"3500",34127,8388
"John Carroll University","OH",2,"21500",62860,62943
"Hondros College of Nursing","OH",3,"12004",58636,34050
"Kent State University at Ashtabula","OH",1,"17500",45388,15897
"Kent State University at East Liverpool","OH",1,"17500",45388,15070
"Kent State University at Stark","OH",1,"17500",45388,15418
"Kent State University at Trumbull","OH",1,"17500",45388,16159
"Kent State University at Tuscarawas","OH",1,"17500",45388,16391
"Kent State University at Salem","OH",1,"17500",45388,15357
"Kent State University at Kent","OH",1,"17500",45388,29345
"Kent State University at Geauga","OH",1,"17500",45388,15225
"Kenyon College","OH",2,"15000",71830,83800
"Kettering College","OH",2,"19456",67492,26365
"Lake Erie College","OH",2,"13875",50417,48278
"Lakeland Community College","OH",1,"7780",39612,11495
"James A. Rhodes State College","OH",1,"7759",41855,13569
"Ohio Business College-Sheffield","OH",3,"10000",30389,26223
"Ohio Business College-Sandusky","OH",3,"10000",30389,34459
"Lorain County Community College","OH",1,"8917",38837,9915
"Lourdes University","OH",2,"19000",48150,42796
"Malone University","OH",2,"20515",48909,48017
"Marietta College","OH",2,"12000",57180,52360
"Marion Technical College","OH",1,"5500",41495,11796
"Mercy College of Ohio","OH",2,"15084",65409,26491
"Miami University-Hamilton","OH",1,"16000",55076,16692
"Miami University-Middletown","OH",1,"16000",55076,16559
"Miami University-Oxford","OH",1,"16000",55076,37218
"Mount Carmel College of Nursing","OH",2,"21000",75103,19807
"University of Mount Union","OH",2,"20500",53217,46890
"Mount Vernon Nazarene University","OH",2,"19565",49555,48975
"Mount St. Joseph University","OH",2,"18837",51509,43932
"Zane State College","OH",1,"3995",35006,12790
"Muskingum University","OH",2,"16750",48440,44615
"North Central State College","OH",1,"4500",38158,9278
"Northwest State Community College","OH",1,"5500",40004,17668
"Notre Dame College","OH",2,"15750",49737,46641
"University of Northwestern Ohio","OH",2,"12000",50968,24568
"Oberlin College","OH",2,"19500",58343,84230
"Ohio Dominican University","OH",2,"16557",51748,45660
"Ohio Northern University","OH",2,"24250",80928,52484
"Ohio State University Agricultural Technical Institute","OH",1,"14500",60409,22942
"Ohio State University-Lima Campus","OH",1,"14500",60409,18404
"Ohio State University-Mansfield Campus","OH",1,"14500",60409,22206
"Ohio State University-Marion Campus","OH",1,"14500",60409,18369
"Ohio State University-Newark Campus","OH",1,"14500",60409,20875
"Ohio State University-Main Campus","OH",1,"14500",60409,29320
"Ohio University-Eastern Campus","OH",1,"15332",52581,10263
"Ohio University-Chillicothe Campus","OH",1,"15332",52581,10876
"Ohio University-Southern Campus","OH",1,"15332",52581,10397
"Ohio University-Lancaster Campus","OH",1,"15332",52581,10267
"Ohio University-Main Campus","OH",1,"15332",52581,28529
"Ohio University-Zanesville Campus","OH",1,"15332",52581,10960
"East Ohio College","OH",3,"10583",29342,22939
"Trinity Health System School of Nursing","OH",2,"11625",71660,15377
"Ohio Wesleyan University","OH",2,"21500",55624,66399
"Otterbein University","OH",2,"20500",53313,47865
"Owens Community College","OH",1,"8731",37275,14019
"Professional Skills Institute","OH",3,"12667",47765,25499
"Fortis College-Centerville","OH",3,"12949",34726,31120
"University of Rio Grande","OH",2,"11750",41478,33032
"The Modern College of Design","OH",3,"12000",42187,45336
"Shawnee State University","OH",1,"12885",39596,22190
"Sinclair Community College","OH",1,"5500",37558,10381
"Stark State College","OH",1,"6886",34661,11165
"Stautzenberger College-Maumee","OH",3,"13127",34104,25129
"Franciscan University of Steubenville","OH",2,"18590",50030,42955
"Southern State Community College","OH",1,"7433",35463,15715
"Terra State Community College","OH",1,"8557",36612,16522
"Tiffin University","OH",2,"15795",35942,45150
"University of Toledo","OH",1,"14750",50632,26190
"Ursuline College","OH",2,"21938",56878,49537
"Walsh University","OH",2,"20000",59764,45817
"Washington State College of Ohio","OH",1,"6750",37988,13539
"Wilberforce University","OH",2,"12000",38298,23450
"Wilmington College","OH",2,"14782",48491,41751
"Wittenberg University","OH",2,"23252",54947,56353
"The College of Wooster","OH",2,"21115",59629,73075
"Wright State University-Main Campus","OH",1,"15854",49500,23255
"Wright State University-Lake Campus","OH",1,"15854",49500,17116
"Xavier University","OH",2,"18750",64873,62293
"Youngstown State University","OH",1,"15750",41544,20028
"Bacone College","OK",2,"12832",40006,30407
"Oklahoma Wesleyan University","OK",2,"16679",59841,43617
"Southern Nazarene University","OK",2,"17337",54951,41972
"Cameron University","OK",1,"11000",40118,18742
"Carl Albert State College","OK",1,"6496",34117,14477
"University of Central Oklahoma","OK",1,"13000",48351,25913
"Connors State College","OK",1,"8500",38469,18630
"East Central University","OK",1,"11250",44962,17559
"Eastern Oklahoma State College","OK",1,"8750",38658,18166
"Redlands Community College","OK",1,"5500",37224,15366
"Randall University","OK",2,"13250",42051,28287
"Langston University","OK",1,"11664",33261,21012
"Murray State College","OK",1,"8886",36545,22189
"Spartan College of Aeronautics and Technology","OK",3,"14726",49944,37463
"Northeastern State University","OK",1,"12000",45379,19274
"Northern Oklahoma College","OK",1,"7375",37566,14956
"Northeastern Oklahoma A&M College","OK",1,"7277",38337,18065
"Northwestern Oklahoma State University","OK",1,"11000",44358,20993
"Oklahoma Christian University","OK",2,"18500",49203,38029
"Oklahoma Panhandle State University","OK",1,"7500",44933,14356
"Oklahoma State University-Main Campus","OK",1,"15500",57413,25915
"Oklahoma State University-Oklahoma City","OK",1,"8989",41307,12096
"Oklahoma Baptist University","OK",2,"15363",48434,46950
"Oklahoma City Community College","OK",1,"5668",38146,11439
"Oklahoma City University","OK",2,"15250",54655,46144
"University of Oklahoma-Norman Campus","OK",1,"15500",63126,28833
"Oklahoma State University Institute of Technology","OK",1,"9000",45634,16778
"Oral Roberts University","OK",2,"20250",46885,47367
"Rogers State University","OK",1,"11250",43166,21023
"Rose State College","OK",1,"5500",37555,17151
"University of Science and Arts of Oklahoma","OK",1,"10736",41913,21258
"Seminole State College","OK",1,"8033",35390,22868
"Southeastern Oklahoma State University","OK",1,"10623",45079,17393
"Southwestern Christian University","OK",2,"13000",40391,32625
"Southwestern Oklahoma State University","OK",1,"11750",45744,22973
"Tulsa Community College","OK",1,"7933",39746,12522
"University of Tulsa","OK",2,"12500",61408,63093
"Western Oklahoma State College","OK",1,"5500",38248,16367
"Blue Mountain Community College","OR",1,"8961",38375,18425
"Central Oregon Community College","OR",1,"8000",38940,17222
"Chemeketa Community College","OR",1,"7408",40968,15427
"Clackamas Community College","OR",1,"6973",42886,10725
"Clatsop Community College","OR",1,"9500",39477,20922
"Eastern Oregon University","OR",1,"13500",50112,24602
"New Hope Christian College-Eugene","OR",2,"18500",31115,27333
"George Fox University","OR",2,"19500",59761,55456
"Lane Community College","OR",1,"6450",38075,17149
"Lewis & Clark College","OR",2,"13644",62205,76690
"Linfield University","OR",2,"20500",78638,63825
"Linn-Benton Community College","OR",1,"6500",41363,17864
"Mt Hood Community College","OR",1,"7339",41125,14032
"Multnomah University","OR",2,"14394",47939,41851
"Bushnell University","OR",2,"15633",53623,45535
"Oregon Institute of Technology","OR",1,"15625",72273,26675
"Oregon State University","OR",1,"15000",64010,29926
"University of Oregon","OR",1,"15000",61324,32636
"Pacific Northwest College of Art","OR",2,"10500",34883,67040
"Pacific University","OR",2,"17036",60583,69330
"Portland Community College","OR",1,"7287",44592,17271
"Portland State University","OR",1,"15457",57906,22449
"University of Portland","OR",2,"18500",82804,69183
"Reed College","OR",2,"15750",62927,83310
"Rogue Community College","OR",1,"10247",36845,15685
"Southern Oregon University","OR",1,"15000",49175,25950
"Southwestern Oregon Community College","OR",1,"8303",38349,16303
"Treasure Valley Community College","OR",1,"9200",36738,13643
"Umpqua Community College","OR",1,"5095",36676,17613
"Warner Pacific University","OR",2,"20250",55204,32975
"Corban University","OR",2,"17951",48917,50556
"Willamette University","OR",2,"18913",56911,62112
"Western Oregon University","OR",1,"15000",51815,23975
"Bryn Athyn College of the New Church","PA",2,"13500",40457,39685
"Albright College","PA",2,"23250",58700,44381
"Community College of Allegheny County","PA",1,"7132",39449,13905
"Allegheny College","PA",2,"25017",62069,70614
"DeSales University","PA",2,"20000",61295,59409
"Alvernia University","PA",2,"20500",55055,54650
"Clarks Summit University","PA",2,"14500",38818,41062
"Community College of Beaver County","PA",1,"9500",45090,11329
"Arcadia University","PA",2,"21852",58336,61240
"Bryn Mawr College","PA",2,"21441",75217,79380
"Bucknell University","PA",2,"23250",93807,79956
"Bucks County Community College","PA",1,"8250",47324,12901
"Butler County Community College","PA",1,"5500",38891,11152
"Cabrini University","PA",2,"19500",59038,49764
"Carlow University","PA",2,"21513",51051,46864
"Carnegie Mellon University","PA",2,"20250",114862,80514
"Cedar Crest College","PA",2,"23044",59460,56240
"Central Penn College","PA",3,"13035",45370,28251
"Chatham University","PA",2,"18326",52410,56981
"Chestnut Hill College","PA",2,"20782",52015,57980
"Cheyney University of Pennsylvania","PA",1,"13000",37837,24881
"Delaware County Community College","PA",1,"8176",45391,12957
"Delaware Valley University","PA",2,"17500",55838,58661
"Dickinson College","PA",2,"17294",70204,80329
"Douglas Education Center","PA",3,"12000",30814,32224
"Drexel University","PA",2,"20204",84648,75167
"Duquesne University","PA",2,"23500",74742,63042
"East Stroudsburg University of Pennsylvania","PA",1,"16750",56148,24369
"Eastern University","PA",2,"18000",51655,53293
"Elizabethtown College","PA",2,"26000",62399,49318
"Erie Institute of Technology Inc","PA",3,"8835",41951,25406
"Franklin and Marshall College","PA",2,"19000",76124,83184
"Gannon University","PA",2,"23031",58845,51236
"Geneva College","PA",2,"18907",50004,43064
"Gettysburg College","PA",2,"23250",71517,80400
"Gwynedd Mercy University","PA",2,"23256",67145,53359
"Harcum College","PA",2,"12000",46827,42113
"Harrisburg Area Community College","PA",1,"9500",42007,16636
"Haverford College","PA",2,"12000",79966,84605
"Commonwealth Technical Institute","PA",2,"PS",21632,20826
"Holy Family University","PA",2,"21175",62235,38965
"Immaculata University","PA",2,"19560",75701,45416
"Indiana University of Pennsylvania-Main Campus","PA",1,"19995",51019,26405
"UPMC Jameson School of Nursing","PA",2,"9500",70472,28667
"Johnson College","PA",2,"12000",55194,24902
"Juniata College","PA",2,"23858",56918,69241
"Keystone College","PA",2,"16250",44976,31742
"King's College","PA",2,"22847",59498,56991
"Kutztown University of Pennsylvania","PA",1,"20000",53775,28876
"La Roche University","PA",2,"19470",52341,45623
"La Salle University","PA",2,"17500",67416,45046
"Lackawanna College","PA",2,"11500",41000,28849
"Lafayette College","PA",2,"14000",91410,78854
"Lancaster Bible College","PA",2,"15000",44096,40813
"Lansdale School of Business","PA",3,"9833",37442,28997
"Lebanon Valley College","PA",2,"21000",62621,63990
"Lehigh Carbon Community College","PA",1,"6000",42436,15075
"Lehigh University","PA",2,"19500",105584,77515
"Lincoln University","PA",1,"22862",43167,27358
"UPMC St. Margaret School of Nursing","PA",2,"12000",67327,25446
"Luzerne County Community College","PA",1,"5500",40437,14995
"Lycoming College","PA",2,"23500",56210,61526
"Manor College","PA",2,"11250",46825,27178
"Marywood University","PA",2,"23235",55817,52673
"Vet Tech Institute","PA",3,"12292",34583,23551
"Mercyhurst University","PA",2,"19500",47452,57948
"Messiah University","PA",2,"21911",54064,53939
"ASPIRA City College","PA",2,"PS",34857,25145
"Millersville University of Pennsylvania","PA",1,"17220",55246,27086
"Misericordia University","PA",2,"24854",64313,51023
"Montgomery County Community College","PA",1,"7250",46108,14571
"Moore College of Art and Design","PA",2,"20500",37839,68583
"Moravian University","PA",2,"22000",61860,64260
"Mount Aloysius College","PA",2,"16980",46165,38533
"Muhlenberg College","PA",2,"22000",69107,73782
"Neumann University","PA",2,"19630",57817,56670
"Northampton County Area Community College","PA",1,"9500",41566,16211
"Pennsylvania Institute of Technology","PA",2,"6334",35703,22163
"Pennsylvania State University-Penn State Erie-Behrend College","PA",1,"19500",63435,32038
"Pennsylvania State University-Penn State New Kensington","PA",1,"19500",63435,27036
"Pennsylvania State University-Penn State Shenango","PA",1,"19500",63435,26545
"Pennsylvania State University-Penn State Wilkes-Barre","PA",1,"19500",63435,24604
"Pennsylvania State University-Penn State Scranton","PA",1,"19500",63435,27126
"Pennsylvania State University-Penn State Lehigh Valley","PA",1,"19500",63435,26918
"Pennsylvania State University-Penn State Altoona","PA",1,"19500",63435,31725
"Pennsylvania State University-Penn State Beaver","PA",1,"19500",63435,27587
"Pennsylvania State University-Penn State Berks","PA",1,"19500",63435,31853
"Pennsylvania State University-Penn State Harrisburg","PA",1,"19500",63435,32029
"Pennsylvania State University-Penn State Brandywine","PA",1,"19500",63435,30201
"Pennsylvania State University-Penn State DuBois","PA",1,"19500",63435,28775
"Pennsylvania State University-Penn State Fayette- Eberly","PA",1,"19500",63435,26727
"Pennsylvania State University-Penn State Hazleton","PA",1,"19500",63435,29977
"Pennsylvania State University-Main Campus","PA",1,"19500",63435,39160
"Pennsylvania State University-Penn State Greater Allegheny","PA",1,"19500",63435,26295
"Pennsylvania State University-Penn State Mont Alto","PA",1,"19500",63435,28851
"Pennsylvania State University-Penn State Abington","PA",1,"19500",63435,27516
"Pennsylvania State University-Penn State Schuylkill","PA",1,"19500",63435,29057
"Pennsylvania State University-Penn State York","PA",1,"19500",63435,26812
"Peirce College","PA",2,"21875",50660,18260
"Penn Commercial Business/Technical School","PA",3,"8904",31736,22653
"Pennsylvania Academy of the Fine Arts","PA",2,"19500",29881,64035
"Pennsylvania College of Art and Design","PA",2,"23980",33301,41394
"University of Pennsylvania","PA",2,"14000",111371,85738
"University of the Arts","PA",2,"23250",38252,70834
"Cairn University-Langhorne","PA",2,"17063",44172,45473
"Community College of Philadelphia","PA",1,"5500",40852,19070
"University of Pittsburgh-Bradford","PA",1,"20500",66125,29488
"University of Pittsburgh-Greensburg","PA",1,"20500",66125,28514
"University of Pittsburgh-Johnstown","PA",1,"20500",66125,28501
"University of Pittsburgh-Pittsburgh Campus","PA",1,"20500",66125,36707
"University of Pittsburgh-Titusville","PA",1,"20500",66125,24265
"Pittsburgh Institute of Aeronautics","PA",2,"12000",66642,35447
"Pittsburgh Technical College","PA",2,"13166",40770,33969
"Point Park University","PA",2,"20957",45856,50133
"Reading Area Community College","PA",1,"8250",39082,14368
"Reading Hospital School of Health Sciences","PA",2,"17250",74572,22775
"Walnut Hill College","PA",3,"12000",36689,35489
"Robert Morris University","PA",2,"23250",62105,51075
"Rosedale Technical College","PA",2,"12000",47880,28485
"Rosemont College","PA",2,"27000",48555,36860
"Saint Francis University","PA",2,"27000",62101,57515
"Saint Joseph's University - Philadelphia","PA",2,"21500",86881,65513
"Saint Vincent College","PA",2,"23250",59982,55082
"University of Scranton","PA",2,"25500",74652,67795
"Seton Hill University","PA",2,"23000",51748,54634
"UPMC Shadyside School of Nursing","PA",2,"12000",68801,26534
"Laurel Technical Institute","PA",3,"9080",28311,15122
"Shippensburg University of Pennsylvania","PA",1,"16192",56351,29480
"Slippery Rock University of Pennsylvania","PA",1,"19500",53032,24781
"Saint Charles Borromeo Seminary-Overbrook","PA",2,"13000",55225,44853
"South Hills School of Business & Technology","PA",3,"12000",35539,32080
"Susquehanna University","PA",2,"27000",61723,72563
"Swarthmore College","PA",2,"13000",80257,80014
"Thaddeus Stevens College of Technology","PA",1,"6625",54681,17066
"Temple University","PA",1,"19750",63727,39799
"Thiel College","PA",2,"18250",49714,51346
"Thomas Jefferson University","PA",2,"12500",77449,62110
"Triangle Tech Inc-Pittsburgh","PA",3,"12000",51953,27803
"Triangle Tech Inc-Greensburg","PA",3,"12000",53788,27387
"Triangle Tech Inc-Dubois","PA",3,"12000",45538,27266
"Ursinus College","PA",2,"26000",73721,75378
"University of Valley Forge","PA",2,"20166",39016,43134
"Valley Forge Military College","PA",2,"9500",50798,51175
"Villanova University","PA",2,"25000",100423,80866
"Washington & Jefferson College","PA",2,"26000",67918,65117
"Waynesburg University","PA",2,"21500",58537,42526
"West Chester University of Pennsylvania","PA",1,"18750",61258,27559
"Western Pennsylvania Hospital School of Nursing","PA",2,"12000",56487,25326
"Westminster College","PA",2,"22825",53861,51808
"Westmoreland County Community College","PA",1,"8977",37439,10592
"Widener University","PA",2,"24567",70920,68305
"Wilkes University","PA",2,"20500",63454,56956
"Wilson College","PA",2,"19500",43326,38932
"York College of Pennsylvania","PA",2,"19500",61012,35806
"Brown University","RI",2,"10000",93487,84986
"Bryant University","RI",2,"23250",90008,67926
"Johnson & Wales University-Providence","RI",2,"16334",43418,58330
"New England Institute of Technology","RI",2,"12000",48684,48445
"Providence College","RI",2,"27000",87054,76667
"Rhode Island College","RI",1,"13833",56318,18490
"Community College of Rhode Island","RI",1,"5567",42659,11358
"University of Rhode Island","RI",1,"17750",69743,32584
"Rhode Island School of Design","RI",2,"23250",68140,78857
"Roger Williams University","RI",2,"19500",70266,60180
"Salve Regina University","RI",2,"27000",72975,67612
"Northpoint Bible College","MA",2,"16657",42210,34411
"Aiken Technical College","SC",1,"7110",39225,12798
"Allen University","SC",2,"12000",30497,24804
"Anderson University","SC",2,"22000",42101,47724
"Charleston Southern University","SC",2,"18250",45898,43989
"Technical College of the Lowcountry","SC",1,"6431",35090,15086
"Benedict College","SC",2,"16000",31902,29921
"Bob Jones University","SC",2,"12453",44354,34770
"Southern Wesleyan University","SC",2,"19500",47756,38739
"College of Charleston","SC",1,"17500",56416,30731
"Northeastern Technical College","SC",1,"PS",32141,15290
"Citadel Military College of South Carolina","SC",1,"18000",72085,31943
"Claflin University","SC",2,"22049",40304,33538
"Clemson University","SC",1,"19000",71513,34494
"Clinton College","SC",2,"12000",30180,23222
"Coker University","SC",2,"15000",40117,44355
"Columbia International University","SC",2,"10500",38951,40183
"Columbia College","SC",2,"14750",41338,37840
"Converse University","SC",2,"22500",40867,35669
"Denmark Technical College","SC",1,"6750",25351,25892
"Erskine College","SC",2,"9500",53459,54484
"Florence-Darlington Technical College","SC",1,"6750",32748,10497
"Francis Marion University","SC",1,"15617",43888,22944
"Furman University","SC",2,"19500",68635,73760
"Greenville Technical College","SC",1,"8604",39473,13925
"Horry-Georgetown Technical College","SC",1,"8250",35507,12391
"Lander University","SC",1,"12503",42396,26069
"Limestone University","SC",2,"18750",44999,40944
"Midlands Technical College","SC",1,"6750",38701,12709
"Morris College","SC",2,"14750",30614,29585
"Newberry College","SC",2,"15750",48040,44240
"North Greenville University","SC",2,"15000",43035,40599
"Orangeburg Calhoun Technical College","SC",1,"7000",35761,14964
"Piedmont Technical College","SC",1,"9500",35768,20438
"Presbyterian College","SC",2,"13000",60194,57271
"University of South Carolina Aiken","SC",1,"13000",45603,20922
"University of South Carolina Beaufort","SC",1,"13750",48088,23796
"University of South Carolina-Columbia","SC",1,"18500",62177,32840
"University of South Carolina-Lancaster","SC",1,"5500",39426,18467
"University of South Carolina-Salkehatchie","SC",1,"6500",31360,20402
"University of South Carolina-Sumter","SC",1,"5500",42437,18335
"University of South Carolina-Union","SC",1,"5500",33699,19480
"Coastal Carolina University","SC",1,"16979",47258,26050
"South Carolina State University","SC",1,"20900",38262,29957
"University of South Carolina-Upstate","SC",1,"15000",48587,24565
"Spartanburg Methodist College","SC",2,"7500",42895,32965
"Spartanburg Community College","SC",1,"5143",37097,15031
"Central Carolina Technical College","SC",1,"6821",32603,13295
"Tri-County Technical College","SC",1,"5500",40101,16879
"Trident Technical College","SC",1,"6500",38253,11453
"Voorhees University","SC",2,"15245",35339,25793
"Williamsburg Technical College","SC",1,"PS",29935,14074
"Winthrop University","SC",1,"19000",47185,30275
